gene_id	tx_id(s)[RSEM]	tx_id(s)[tranquant]	tx_id_agreement	length[RSEM]	length[tranquant]	TPM[RSEM]	TPM[tranquant]	tpm_equality	tpm_difference
ENSMUSG00000032030	ENSMUST00000034529,ENSMUST00000120122,ENSMUST00000123499,ENSMUST00000133872,ENSMUST00000137922,ENSMUST00000141180,ENSMUST00000141803,ENSMUST00000146405,ENSMUST00000166367	ENSMUST00000166367,ENSMUST00000120122,ENSMUST00000141803,ENSMUST00000034529,ENSMUST00000141180,ENSMUST00000123499,ENSMUST00000146405,ENSMUST00000137922,ENSMUST00000133872	True	4006.05	55433	14.36	4.478036574701363	False	9.881963425298636
ENSMUSG00000097393	ENSMUST00000180382,ENSMUST00000180524,ENSMUST00000181098	ENSMUST00000180524,ENSMUST00000180382	False	2614.00	198590	0.17	0.009259016863160118	False	0.1607409831368399
ENSMUSG00000070803	ENSMUST00000094814	ENSMUST00000094814	True	1258.00	1249	0.36	0.42062179088527224	False	0.06062179088527225
ENSMUSG00000022053	ENSMUST00000022637,ENSMUST00000176029,ENSMUST00000176161,ENSMUST00000177231	ENSMUST00000022637,ENSMUST00000176161,ENSMUST00000176029	False	5204.00	197627	0.81	0.05449564404014611	False	0.755504355959854
ENSMUSG00000061615	ENSMUST00000078369	ENSMUST00000078369	True	506.00	473	1.99	7.219488391759161	False	5.229488391759161
ENSMUSG00000084024	ENSMUST00000120727	ENSMUST00000120727	True	1235.00	1235	0.09	0.1063474932825314	False	0.016347493282531406
ENSMUSG00000039347	ENSMUST00000040361	ENSMUST00000040361	True	1832.00	4187	21.56	11.010280182846458	False	10.549719817153541
ENSMUSG00000023912	ENSMUST00000024705	ENSMUST00000024705	True	2687.00	25324	6.31	0.7883253608828302	False	5.521674639117169
ENSMUSG00000004630	ENSMUST00000004749,ENSMUST00000128566,ENSMUST00000133459,ENSMUST00000136105,ENSMUST00000142431,ENSMUST00000144977,ENSMUST00000145855	ENSMUST00000136105,ENSMUST00000145855,ENSMUST00000142431,ENSMUST00000133459,ENSMUST00000004749,ENSMUST00000128566,ENSMUST00000144977	True	1553.32	2175	2.06	9.420187611867817	False	7.360187611867817
ENSMUSG00000045071	ENSMUST00000052420,ENSMUST00000070150,ENSMUST00000152797	ENSMUST00000070150,ENSMUST00000052420,ENSMUST00000152797	True	7843.83	135229	2.99	0.28360065538861096	False	2.7063993446113894
ENSMUSG00000025223	ENSMUST00000026252,ENSMUST00000056931,ENSMUST00000126320,ENSMUST00000136203,ENSMUST00000137771,ENSMUST00000152946,ENSMUST00000156585	ENSMUST00000156585,ENSMUST00000152946,ENSMUST00000056931,ENSMUST00000026252,ENSMUST00000137771,ENSMUST00000126320,ENSMUST00000136203	True	1491.10	13645	13.90	8.855406512833433	False	5.044593487166567
ENSMUSG00000050022	ENSMUST00000060918,ENSMUST00000120630,ENSMUST00000126975,ENSMUST00000155644,ENSMUST00000156006,ENSMUST00000176035,ENSMUST00000177057	ENSMUST00000177057,ENSMUST00000120630,ENSMUST00000176035	False	628.50	37313	0.57	0.48223043244815206	False	0.0877695675518479
ENSMUSG00000028197	ENSMUST00000029848,ENSMUST00000127379,ENSMUST00000139001,ENSMUST00000142441	ENSMUST00000029848,ENSMUST00000139001	False	5107.00	259534	0.39	0.00961509447654103	False	0.380384905523459
ENSMUSG00000029094	ENSMUST00000064571,ENSMUST00000141824,ENSMUST00000146300	ENSMUST00000064571,ENSMUST00000146300,ENSMUST00000141824	True	6488.50	110605	21.71	1.7289436148539095	False	19.98105638514609
ENSMUSG00000049657	ENSMUST00000055028,ENSMUST00000107817,ENSMUST00000131991,ENSMUST00000180217	ENSMUST00000055028,ENSMUST00000107817,ENSMUST00000131991,ENSMUST00000180217	True	4058.95	21171	2.43	1.4702838574621193	False	0.9597161425378808
ENSMUSG00000072770	ENSMUST00000032481,ENSMUST00000088294,ENSMUST00000112412,ENSMUST00000112413,ENSMUST00000112414,ENSMUST00000124159,ENSMUST00000136100	ENSMUST00000112414,ENSMUST00000112413,ENSMUST00000088294,ENSMUST00000032481,ENSMUST00000136100	False	867.47	13579	1.66	0.21278896770648636	False	1.4472110322935134
ENSMUSG00000045394	ENSMUST00000053577	ENSMUST00000053577	True	2040.00	15151	0.27	0.04334339456271081	False	0.22665660543728922
ENSMUSG00000097882	ENSMUST00000181420,ENSMUST00000184762	ENSMUST00000184762	False	1524.00	6843	0.43	0.1727389139025773	False	0.2572610860974227
ENSMUSG00000097511	ENSMUST00000181229	ENSMUST00000181229	True	2174.00	9167	0.28	0.15760125409001738	False	0.12239874590998265
ENSMUSG00000037664	ENSMUST00000037287,ENSMUST00000167912	ENSMUST00000167912,ENSMUST00000037287	True	1893.00	2712	1.72	2.8088757167506357	False	1.0888757167506358
ENSMUSG00000021217	ENSMUST00000021641,ENSMUST00000176413	ENSMUST00000021641,ENSMUST00000176413	True	4704.40	75436	13.85	1.0254886503275966	False	12.824511349672402
ENSMUSG00000078902	ENSMUST00000109054,ENSMUST00000127251	ENSMUST00000127251,ENSMUST00000109054	True	4516.00	9617	0.82	1.6388373197952741	False	0.8188373197952742
ENSMUSG00000083153	ENSMUST00000120659	ENSMUST00000120659	True	356.00	516	1.43	1.527199467487515	False	0.09719946748751496
ENSMUSG00000044361	ENSMUST00000054022,ENSMUST00000089654,ENSMUST00000126892,ENSMUST00000146157	ENSMUST00000146157,ENSMUST00000054022,ENSMUST00000089654,ENSMUST00000126892	True	2587.17	7080	0.43	0.4823189278675259	False	0.0523189278675259
ENSMUSG00000033849	ENSMUST00000038252	ENSMUST00000038252	True	5080.00	13951	30.75	13.302431717450206	False	17.447568282549796
ENSMUSG00000085012	ENSMUST00000156734	ENSMUST00000156734	True	606.00	18090	0.10	0.03630159043779057	False	0.06369840956220943
ENSMUSG00000022773	ENSMUST00000035682,ENSMUST00000090199,ENSMUST00000115729,ENSMUST00000134036,ENSMUST00000141959,ENSMUST00000150987,ENSMUST00000153489	ENSMUST00000035682	False	1926.27	17350	15.00	1.922774937625203	False	13.077225062374797
ENSMUSG00000031558	ENSMUST00000033967,ENSMUST00000170109,ENSMUST00000172484,ENSMUST00000172493,ENSMUST00000172561,ENSMUST00000172824,ENSMUST00000172998,ENSMUST00000173107,ENSMUST00000173303,ENSMUST00000173646,ENSMUST00000173671,ENSMUST00000173686,ENSMUST00000173702,ENSMUST00000173774,ENSMUST00000173926,ENSMUST00000174061,ENSMUST00000174313,ENSMUST00000174421,ENSMUST00000174487,ENSMUST00000174658	ENSMUST00000173107,ENSMUST00000174061,ENSMUST00000172998,ENSMUST00000033967,ENSMUST00000174313,ENSMUST00000174421,ENSMUST00000170109,ENSMUST00000173926,ENSMUST00000174658,ENSMUST00000173774,ENSMUST00000173303,ENSMUST00000174487,ENSMUST00000172824,ENSMUST00000172484,ENSMUST00000172493,ENSMUST00000173671,ENSMUST00000172561,ENSMUST00000173686	False	2240.00	324596	13.99	0.669651813970283	False	13.320348186029717
ENSMUSG00000029716	ENSMUST00000031729	ENSMUST00000031729	True	2926.00	17642	0.80	0.1563384105136862	False	0.6436615894863138
ENSMUSG00000026121	ENSMUST00000027295,ENSMUST00000114990,ENSMUST00000114991,ENSMUST00000114992,ENSMUST00000123055,ENSMUST00000128104,ENSMUST00000136452,ENSMUST00000154493	ENSMUST00000114991	False	952.66	9711	2.18	0.2299212873511221	False	1.950078712648878
ENSMUSG00000022228	ENSMUST00000032820,ENSMUST00000110485	ENSMUST00000032820,ENSMUST00000110485	True	3827.55	11551	14.85	7.891037400876533	False	6.958962599123467
ENSMUSG00000031298	ENSMUST00000112398,ENSMUST00000112400,ENSMUST00000112401,ENSMUST00000112402,ENSMUST00000112404,ENSMUST00000112405,ENSMUST00000112408,ENSMUST00000123450,ENSMUST00000146805	ENSMUST00000112400,ENSMUST00000112402,ENSMUST00000112401,ENSMUST00000112408,ENSMUST00000112405,ENSMUST00000112404,ENSMUST00000112398,ENSMUST00000146805,ENSMUST00000123450	True	3614.25	107381	3.35	0.912442695040361	False	2.437557304959639
ENSMUSG00000034120	ENSMUST00000092404,ENSMUST00000136914,ENSMUST00000138484,ENSMUST00000176834,ENSMUST00000177429	ENSMUST00000092404,ENSMUST00000138484,ENSMUST00000176834,ENSMUST00000136914,ENSMUST00000177429	True	1377.14	3194	29.14	36.88516634969376	False	7.745166349693761
ENSMUSG00000022206	ENSMUST00000066529	ENSMUST00000066529	True	6927.00	67392	0.97	0.11888189112119396	False	0.851118108878806
ENSMUSG00000027879	ENSMUST00000029476,ENSMUST00000122288,ENSMUST00000130620,ENSMUST00000130778	ENSMUST00000029476,ENSMUST00000130778,ENSMUST00000130620,ENSMUST00000122288	True	1743.20	22087	7.43	1.3974148249161351	False	6.032585175083865
ENSMUSG00000003380	ENSMUST00000076961	ENSMUST00000076961	True	875.00	3003	7.29	2.4054790147239244	False	4.884520985276076
ENSMUSG00000030245	ENSMUST00000032372,ENSMUST00000146508	ENSMUST00000032372,ENSMUST00000146508	True	2818.00	16638	11.78	2.360284115096403	False	9.419715884903596
ENSMUSG00000026457	ENSMUST00000027727,ENSMUST00000112237,ENSMUST00000148822,ENSMUST00000156433	ENSMUST00000027727,ENSMUST00000112237,ENSMUST00000156433,ENSMUST00000148822	True	3063.69	17974	17.94	7.519082545668195	False	10.420917454331807
ENSMUSG00000046550	ENSMUST00000049999,ENSMUST00000123264,ENSMUST00000148708	ENSMUST00000123264,ENSMUST00000049999	False	1309.00	2019	2.09	1.9515476107567054	False	0.1384523892432945
ENSMUSG00000068120	ENSMUST00000089182,ENSMUST00000181584	ENSMUST00000181584	False	647.00	441	5.66	7.7433514950160625	False	2.0833514950160623
ENSMUSG00000047797	ENSMUST00000052130,ENSMUST00000119080,ENSMUST00000119190	ENSMUST00000119080,ENSMUST00000052130,ENSMUST00000119190	True	1513.00	9252	0.37	0.2129363719259505	False	0.1570636280740495
ENSMUSG00000064289	ENSMUST00000078074,ENSMUST00000112494,ENSMUST00000112495,ENSMUST00000112501,ENSMUST00000112502,ENSMUST00000136688,ENSMUST00000139533,ENSMUST00000141544,ENSMUST00000143515,ENSMUST00000145632,ENSMUST00000154693	ENSMUST00000112502,ENSMUST00000112495,ENSMUST00000112494,ENSMUST00000141544,ENSMUST00000139533,ENSMUST00000136688,ENSMUST00000143515,ENSMUST00000145632,ENSMUST00000154693,ENSMUST00000112501,ENSMUST00000078074	True	1123.65	75587	20.89	2.3770220137189084	False	18.512977986281093
ENSMUSG00000027403	ENSMUST00000028888,ENSMUST00000140947,ENSMUST00000147616	ENSMUST00000140947,ENSMUST00000028888,ENSMUST00000147616	True	2965.00	41817	0.23	0.056534538002981395	False	0.17346546199701862
ENSMUSG00000028341	ENSMUST00000030025,ENSMUST00000133539,ENSMUST00000153369,ENSMUST00000154186	ENSMUST00000030025,ENSMUST00000154186,ENSMUST00000153369,ENSMUST00000133539	True	2849.97	41295	21.11	3.692571934392987	False	17.417428065607012
ENSMUSG00000094499	ENSMUST00000099416	ENSMUST00000099416	True	672.00	5594	0.53	0.0704357280321378	False	0.4595642719678622
ENSMUSG00000045746	ENSMUST00000052189	ENSMUST00000052189	True	2472.00	2472	0.54	0.6375687097277974	False	0.09756870972779741
ENSMUSG00000018707	ENSMUST00000018851,ENSMUST00000107660,ENSMUST00000166185,ENSMUST00000166323,ENSMUST00000167395,ENSMUST00000170024,ENSMUST00000171535,ENSMUST00000172218	ENSMUST00000018851,ENSMUST00000172218,ENSMUST00000167395,ENSMUST00000166185,ENSMUST00000107660,ENSMUST00000171535,ENSMUST00000170024,ENSMUST00000166323	True	13983.97	65494	15.49	4.546154801665815	False	10.943845198334184
ENSMUSG00000039285	ENSMUST00000044454,ENSMUST00000123690,ENSMUST00000127189,ENSMUST00000130735,ENSMUST00000133580,ENSMUST00000133814,ENSMUST00000134433,ENSMUST00000135251,ENSMUST00000143024,ENSMUST00000154583	ENSMUST00000143024,ENSMUST00000135251,ENSMUST00000127189,ENSMUST00000133814,ENSMUST00000130735,ENSMUST00000123690,ENSMUST00000044454,ENSMUST00000133580,ENSMUST00000134433,ENSMUST00000154583	True	1877.29	29296	32.70	7.832110267417368	False	24.867889732582633
ENSMUSG00000071640	ENSMUST00000090527	ENSMUST00000090527	True	1007.00	1392	0.36	1.4152926099561023	False	1.0552926099561022
ENSMUSG00000027429	ENSMUST00000028916,ENSMUST00000128210,ENSMUST00000143573,ENSMUST00000143921,ENSMUST00000146487,ENSMUST00000149697,ENSMUST00000155258,ENSMUST00000155876	ENSMUST00000143573,ENSMUST00000028916,ENSMUST00000128210,ENSMUST00000146487	False	2491.66	34521	5.92	1.0462694419651726	False	4.873730558034827
ENSMUSG00000033569	ENSMUST00000041838,ENSMUST00000126096,ENSMUST00000126626,ENSMUST00000134022,ENSMUST00000135518,ENSMUST00000146592,ENSMUST00000151309,ENSMUST00000153568,ENSMUST00000154102	ENSMUST00000126626,ENSMUST00000146592,ENSMUST00000135518,ENSMUST00000151309,ENSMUST00000153568,ENSMUST00000126096,ENSMUST00000154102,ENSMUST00000134022,ENSMUST00000041838	True	4327.31	762232	47.09	1.5735224396118963	False	45.516477560388104
ENSMUSG00000047443	ENSMUST00000086861	ENSMUST00000086861	True	2814.00	7788	0.24	0.10118578906311732	False	0.13881421093688268
ENSMUSG00000027006	ENSMUST00000028392,ENSMUST00000125000,ENSMUST00000133536,ENSMUST00000153093,ENSMUST00000154912	ENSMUST00000125000,ENSMUST00000028392,ENSMUST00000133536,ENSMUST00000153093,ENSMUST00000154912	True	2571.21	38578	16.45	1.9371657095244452	False	14.512834290475555
ENSMUSG00000037204	ENSMUST00000048393	ENSMUST00000048393	True	1230.00	6674	0.65	0.13775458187406112	False	0.5122454181259389
ENSMUSG00000054976	ENSMUST00000068275,ENSMUST00000113494,ENSMUST00000123285,ENSMUST00000123720,ENSMUST00000137862	ENSMUST00000137862,ENSMUST00000123720,ENSMUST00000068275,ENSMUST00000113494,ENSMUST00000123285	True	6495.11	264813	19.65	1.4283919751194532	False	18.221608024880545
ENSMUSG00000086392	ENSMUST00000124469,ENSMUST00000137198,ENSMUST00000144118	ENSMUST00000137198,ENSMUST00000144118,ENSMUST00000124469	True	4451.00	25274	0.46	0.19227461840410195	False	0.2677253815958981
ENSMUSG00000022335	ENSMUST00000159430,ENSMUST00000160248,ENSMUST00000161139,ENSMUST00000162054,ENSMUST00000162173	ENSMUST00000162054,ENSMUST00000162173,ENSMUST00000160248,ENSMUST00000159430,ENSMUST00000161139	True	3821.42	175093	2.35	0.16727471336647132	False	2.182725286633529
ENSMUSG00000031949	ENSMUST00000034427,ENSMUST00000120457,ENSMUST00000139820	ENSMUST00000034427,ENSMUST00000139820,ENSMUST00000120457	True	2255.47	25395	2.58	0.4499510303501314	False	2.130048969649869
ENSMUSG00000027397	ENSMUST00000028880,ENSMUST00000110315,ENSMUST00000125714,ENSMUST00000140907,ENSMUST00000141285,ENSMUST00000144025,ENSMUST00000144744,ENSMUST00000148988	ENSMUST00000028880,ENSMUST00000140907,ENSMUST00000144744,ENSMUST00000141285,ENSMUST00000148988,ENSMUST00000110315,ENSMUST00000125714,ENSMUST00000144025	True	1157.45	12853	53.93	16.14532511026247	False	37.78467488973753
ENSMUSG00000071847	ENSMUST00000096554,ENSMUST00000163716	ENSMUST00000096554,ENSMUST00000163716	True	2093.60	38949	9.59	1.1465072897721362	False	8.443492710227863
ENSMUSG00000027896	ENSMUST00000029502,ENSMUST00000106723,ENSMUST00000153322	ENSMUST00000029502,ENSMUST00000153322,ENSMUST00000106723	True	2386.16	20886	3.00	0.7671826492808105	False	2.2328173507191895
ENSMUSG00000058046	ENSMUST00000062145	ENSMUST00000062145	True	1783.00	22625	0.38	0.034830272938057794	False	0.3451697270619422
ENSMUSG00000042788	ENSMUST00000052829,ENSMUST00000107928,ENSMUST00000107929,ENSMUST00000149676,ENSMUST00000155080,ENSMUST00000171134	ENSMUST00000052829,ENSMUST00000171134	False	1198.00	2116	0.10	0.24827817429853738	False	0.14827817429853737
ENSMUSG00000000826	ENSMUST00000072334,ENSMUST00000108796,ENSMUST00000108797,ENSMUST00000116365,ENSMUST00000141523,ENSMUST00000152578	ENSMUST00000072334,ENSMUST00000116365,ENSMUST00000108797,ENSMUST00000152578,ENSMUST00000108796,ENSMUST00000141523	True	4044.41	34649	107.30	44.14487546130986	False	63.15512453869014
ENSMUSG00000020902	ENSMUST00000021284,ENSMUST00000108674,ENSMUST00000135141	ENSMUST00000108674,ENSMUST00000135141,ENSMUST00000021284	True	5738.00	191460	0.73	0.05556498219219695	False	0.674435017807803
ENSMUSG00000025577	ENSMUST00000026662,ENSMUST00000139746	ENSMUST00000026662	False	3807.00	8309	0.99	0.537433053668732	False	0.45256694633126804
ENSMUSG00000029998	ENSMUST00000032065,ENSMUST00000129650,ENSMUST00000131500,ENSMUST00000153723	ENSMUST00000032065,ENSMUST00000131500,ENSMUST00000153723,ENSMUST00000129650	True	3481.55	11149	5.87	2.674140102636225	False	3.1958598973637753
ENSMUSG00000083306	ENSMUST00000122411	ENSMUST00000122411	True	294.00	294	5.36	5.360781804241889	True	0.0007818042418890059
ENSMUSG00000033237	ENSMUST00000096250,ENSMUST00000134985,ENSMUST00000175735,ENSMUST00000176739	ENSMUST00000134985,ENSMUST00000096250,ENSMUST00000175735,ENSMUST00000176739	True	8476.76	117475	13.88	1.3192611360768933	False	12.560738863923108
ENSMUSG00000038473	ENSMUST00000159665,ENSMUST00000160456,ENSMUST00000160466,ENSMUST00000160816,ENSMUST00000161221,ENSMUST00000161485,ENSMUST00000161966,ENSMUST00000162090,ENSMUST00000162709	ENSMUST00000161221,ENSMUST00000160456,ENSMUST00000162709,ENSMUST00000162090,ENSMUST00000160466,ENSMUST00000161966,ENSMUST00000161485,ENSMUST00000160816,ENSMUST00000159665	True	1438.38	287194	5.30	0.07865879692150714	False	5.2213412030784925
ENSMUSG00000043439	ENSMUST00000052281	ENSMUST00000052281	True	2324.00	2314	0.43	0.5108264424526087	False	0.08082644245260867
ENSMUSG00000067149	ENSMUST00000087033,ENSMUST00000164073	ENSMUST00000164073	False	815.00	8083	0.14	0.016248812842252415	False	0.1237511871577476
ENSMUSG00000007207	ENSMUST00000005509,ENSMUST00000133812,ENSMUST00000144198,ENSMUST00000150838,ENSMUST00000156626	ENSMUST00000005509,ENSMUST00000150838,ENSMUST00000133812,ENSMUST00000156626,ENSMUST00000144198	True	1517.11	27619	22.23	4.96938397998128	False	17.26061602001872
ENSMUSG00000039568	ENSMUST00000037843,ENSMUST00000143873	ENSMUST00000037843,ENSMUST00000143873	True	2782.90	5538	2.68	2.181871106312968	False	0.4981288936870323
ENSMUSG00000036948	ENSMUST00000048421,ENSMUST00000159123,ENSMUST00000159146,ENSMUST00000159534,ENSMUST00000159649,ENSMUST00000159872,ENSMUST00000161604,ENSMUST00000162632	ENSMUST00000048421,ENSMUST00000159649,ENSMUST00000159123,ENSMUST00000159534,ENSMUST00000159146,ENSMUST00000162632,ENSMUST00000159872	False	1277.05	4378	5.95	13.13991538175416	False	7.189915381754159
ENSMUSG00000022184	ENSMUST00000022791,ENSMUST00000148169,ENSMUST00000148817	ENSMUST00000022791	False	1565.00	14129	0.94	0.12084429221112901	False	0.8191557077888709
ENSMUSG00000029777	ENSMUST00000003572	ENSMUST00000003572	True	2390.00	41494	23.34	1.5794630054407677	False	21.76053699455923
ENSMUSG00000039997	ENSMUST00000042228,ENSMUST00000081216,ENSMUST00000123708,ENSMUST00000128430,ENSMUST00000129829,ENSMUST00000135331,ENSMUST00000138143,ENSMUST00000140143,ENSMUST00000156895	ENSMUST00000123708,ENSMUST00000156895,ENSMUST00000128430,ENSMUST00000129829,ENSMUST00000135331,ENSMUST00000138143,ENSMUST00000140143,ENSMUST00000042228,ENSMUST00000081216	True	3212.20	22266	1.44	0.9673772248919389	False	0.47262277510806106
ENSMUSG00000042485	ENSMUST00000040715	ENSMUST00000040715	True	1177.00	2411	0.49	0.2723748531810997	False	0.21762514681890027
ENSMUSG00000021532	ENSMUST00000051784	ENSMUST00000051784	True	2362.00	10105	3.12	0.8578311902483062	False	2.262168809751694
ENSMUSG00000054320	ENSMUST00000067305,ENSMUST00000109355,ENSMUST00000128769,ENSMUST00000139900	ENSMUST00000067305,ENSMUST00000109355	False	2080.00	50516	0.27	0.018199661086140708	False	0.25180033891385933
ENSMUSG00000023009	ENSMUST00000023747,ENSMUST00000160500,ENSMUST00000161004,ENSMUST00000161948	ENSMUST00000023747,ENSMUST00000161004,ENSMUST00000160500,ENSMUST00000161948	True	1047.78	35714	8.39	0.40820535690865817	False	7.981794643091343
ENSMUSG00000029446	ENSMUST00000031399,ENSMUST00000118268,ENSMUST00000136280,ENSMUST00000136507,ENSMUST00000178244	ENSMUST00000118268,ENSMUST00000031399,ENSMUST00000136280,ENSMUST00000178244	False	1540.65	21892	2.20	0.24597594200442982	False	1.9540240579955703
ENSMUSG00000098284	ENSMUST00000184346,ENSMUST00000184994	ENSMUST00000184994,ENSMUST00000184346	True	2060.71	361774	2.06	0.06897797878992408	False	1.991022021210076
ENSMUSG00000086429	ENSMUST00000124246,ENSMUST00000133467,ENSMUST00000159544,ENSMUST00000167415	ENSMUST00000167415,ENSMUST00000133467,ENSMUST00000124246,ENSMUST00000159544	True	1116.26	10452	2.91	0.6785604981833161	False	2.231439501816684
ENSMUSG00000020674	ENSMUST00000118321,ENSMUST00000122328,ENSMUST00000126233,ENSMUST00000137316,ENSMUST00000155190,ENSMUST00000155318	ENSMUST00000122328,ENSMUST00000118321,ENSMUST00000155318,ENSMUST00000155190,ENSMUST00000126233,ENSMUST00000137316	True	4628.89	80051	8.03	0.7858921795315572	False	7.244107820468442
ENSMUSG00000022537	ENSMUST00000089775,ENSMUST00000125260,ENSMUST00000125559,ENSMUST00000140402,ENSMUST00000144001,ENSMUST00000144491,ENSMUST00000149110,ENSMUST00000153380	ENSMUST00000144491,ENSMUST00000089775,ENSMUST00000140402,ENSMUST00000144001,ENSMUST00000149110,ENSMUST00000125260,ENSMUST00000125559,ENSMUST00000153380	True	4162.62	38988	14.67	6.110834762642923	False	8.559165237357078
ENSMUSG00000042616	ENSMUST00000035497,ENSMUST00000129968,ENSMUST00000143712,ENSMUST00000153138	ENSMUST00000035497,ENSMUST00000143712,ENSMUST00000153138,ENSMUST00000129968	True	4795.50	33631	4.31	0.9372720706771226	False	3.372727929322877
ENSMUSG00000035578	ENSMUST00000040309,ENSMUST00000115100,ENSMUST00000126793,ENSMUST00000133219	ENSMUST00000115100,ENSMUST00000133219,ENSMUST00000040309,ENSMUST00000126793	True	1453.53	43536	5.05	0.3529649265403201	False	4.69703507345968
